Gene stable ID,Golden Hamster gene stable ID,Golden Hamster gene name,%id. target Golden Hamster gene identical to query gene,%id. query gene identical to target Golden Hamster gene,"Golden Hamster orthology confidence [0 low, 1 high]",Gene name
ENSMUSG00000040339,ENSMAUG00000003298,Fam102b,94.8649,97.5,1,Fam102b
ENSMUSG00000101417,,,,,,Gm21647
ENSMUSG00000076431,ENSMAUG00000001434,Sox4,96.8182,97.0387,1,Sox4
ENSMUSG00000101654,,,,,,Gm29653
ENSMUSG00000101808,,,,,,Gm29654
ENSMUSG00000100387,,,,,,Gm28514
ENSMUSG00000083655,,,,,,Gm12099
ENSMUSG00000108302,,,,,,Gm18207
ENSMUSG00000099910,,,,,,Gm29651
ENSMUSG00000118120,,,,,,Gm33732
ENSMUSG00000099201,,,,,,Gm27187
ENSMUSG00000103237,,,,,,Gm18547
ENSMUSG00000113936,,,,,,Gm8784
ENSMUSG00000084390,,,,,,Gm15425
ENSMUSG00000099818,,,,,,Gm29652
ENSMUSG00000047710,ENSMAUG00000004917,Champ1,78.9277,83.7302,1,Champ1
ENSMUSG00000099104,ENSMAUG00000001903,,53.2051,62.406,0,Gm17087
ENSMUSG00000008384,ENSMAUG00000021691,Sertad1,88.983,88.6076,1,Sertad1
ENSMUSG00000097386,,,,,,9130213A22Rik
ENSMUSG00000060989,,,,,,Gm11847
ENSMUSG00000081498,,,,,,Olfr407-ps1
ENSMUSG00000039989,ENSMAUG00000013012,Cbx4,93.6479,95.0276,1,Cbx4
ENSMUSG00000113455,,,,,,Gm48825
ENSMUSG00000040268,ENSMAUG00000008559,Plekha1,96.3447,96.3447,1,Plekha1
ENSMUSG00000113755,,,,,,Gm46391
ENSMUSG00000092075,,,,,,Serpina4-ps1
ENSMUSG00000074240,ENSMAUG00000008413,Cib3,95.625,95.625,1,Cib3
ENSMUSG00000024059,ENSMAUG00000005735,Clip4,91.1932,91.1932,1,Clip4
ENSMUSG00000100500,,,,,,Gm29080
ENSMUSG00000085240,,,,,,Gm12119
ENSMUSG00000081367,,,,,,Gm13265
ENSMUSG00000087328,,,,,,Gm12120
ENSMUSG00000053161,,,,,,Daw1
ENSMUSG00000037921,ENSMAUG00000016664,Ddx60,83.2749,83.3724,1,Ddx60
ENSMUSG00000106108,,,,,,Gm43221
ENSMUSG00000070374,ENSMAUG00000021086,,86.3777,86.646,1,Olfr59
ENSMUSG00000117825,,,,,,Gm50365
ENSMUSG00000020155,ENSMAUG00000013389,Kcnmb1,89.5288,89.5288,1,Kcnmb1
ENSMUSG00000100677,,,,,,Gm21184
ENSMUSG00000085909,,,,,,Gm11846
ENSMUSG00000105638,,,,,,4930408K08Rik
ENSMUSG00000111731,,,,,,Gm48727
ENSMUSG00000039158,ENSMAUG00000014945,Akna,73.7179,72.8873,1,Akna
ENSMUSG00000041754,,,,,,Trem3
ENSMUSG00000100171,,,,,,Gm21201
ENSMUSG00000111674,,,,,,Gm48728
ENSMUSG00000104211,,,,,,Gm37985
ENSMUSG00000091955,ENSMAUG00000019611,,100,100,1,Gm9844
ENSMUSG00000082871,,,,,,Gm13263
ENSMUSG00000111077,,,,,,Gm48743
ENSMUSG00000085684,,,,,,4930469K13Rik
ENSMUSG00000102734,,,,,,Gm37343
ENSMUSG00000087474,,,,,,Gm12100
ENSMUSG00000019813,ENSMAUG00000014039,Cep57l1,80.4196,79.1284,1,Cep57l1
ENSMUSG00000099463,,,,,,Gm29081
ENSMUSG00000003039,ENSMAUG00000009102,Fam32a,99.1071,99.1071,1,Fam32a
ENSMUSG00000083990,,,,,,Gm12101
ENSMUSG00000041550,ENSMAUG00000021381,Serpina5,71.8519,71.6749,1,Serpina5
ENSMUSG00000016498,ENSMAUG00000007055,Pdcd1lg2,79.3522,79.0323,1,Pdcd1lg2
ENSMUSG00000053519,ENSMAUG00000001514,Kcnip1,100,100,1,Kcnip1
ENSMUSG00000062732,ENSMAUG00000012812,Lypd4,78.0488,78.0488,1,Lypd4
ENSMUSG00000098371,,,,,,Gm28037
ENSMUSG00000035569,ENSMAUG00000009818,,11.3129,98.6799,0,Ankrd11
ENSMUSG00000037752,ENSMAUG00000009395,Xkr8,73.3167,73.6842,1,Xkr8
ENSMUSG00000085257,,,,,,Gm13264
ENSMUSG00000071533,ENSMAUG00000009137,Pcnp,59.5506,95.4955,1,Pcnp
ENSMUSG00000100745,,,,,,Gm29077
ENSMUSG00000108792,,,,,,Gm5418
ENSMUSG00000038034,ENSMAUG00000005168,Igsf8,85.4337,95.2555,1,Igsf8
ENSMUSG00000081693,,,,,,Gm13297
ENSMUSG00000112543,,,,,,Gm48744
ENSMUSG00000111619,,,,,,Gm48348
ENSMUSG00000101341,,,,,,Gm29076
ENSMUSG00000099850,,,,,,Gm28906
ENSMUSG00000112019,,,,,,Gm48748
ENSMUSG00000086363,,,,,,A330102I10Rik
ENSMUSG00000083900,,,,,,Gm13294
ENSMUSG00000084817,,,,,,Gm5526
ENSMUSG00000078442,ENSMAUG00000015800,Ccdc105,91.5832,91.5832,1,Ccdc105
ENSMUSG00000100193,,,,,,Gm29079
ENSMUSG00000098549,,,,,,Gm5269
ENSMUSG00000097055,,,,,,Gm4419
ENSMUSG00000099381,,,,,,Gm18303
ENSMUSG00000112048,,,,,,Gm48750
ENSMUSG00000111627,,,,,,Gm48749
ENSMUSG00000060730,,,,,,Gm10086
ENSMUSG00000099651,,,,,,Gm29078
ENSMUSG00000038095,ENSMAUG00000004834,,47.376,99.5468,0,Sbno1
ENSMUSG00000109324,ENSMAUG00000005917,Prmt1,99.1914,99.1914,1,Prmt1
ENSMUSG00000101787,,,,,,Gm20853
ENSMUSG00000038507,ENSMAUG00000005236,Parp12,54.1491,86.5169,1,Parp12
ENSMUSG00000025326,ENSMAUG00000006627,Ube3a,95.5172,96.0694,1,Ube3a
ENSMUSG00000040690,,,,,,Col16a1
ENSMUSG00000055963,ENSMAUG00000012998,Triqk,97.6744,97.6744,1,Triqk
ENSMUSG00000109776,,,,,,Gm30400
ENSMUSG00000111888,,,,,,Gm46212
ENSMUSG00000039116,ENSMAUG00000014685,Adgrg6,89.0987,87.0075,1,Adgrg6
ENSMUSG00000097855,,,,,,A930007I19Rik
ENSMUSG00000034488,ENSMAUG00000009286,Edil3,96.6667,96.6667,1,Edil3
ENSMUSG00000016386,ENSMAUG00000001559,Mpped2,98.6395,98.6395,1,Mpped2
ENSMUSG00000115194,,,,,,Gm48909
ENSMUSG00000115579,,,,,,Gm49156
ENSMUSG00000034902,ENSMAUG00000014134,Pip5k1c,52.6929,95.0131,1,Pip5k1c
ENSMUSG00000076432,ENSMAUG00000017035,,83.6735,73.741,1,Ywhaq
ENSMUSG00000076432,ENSMAUG00000009234,,72.2449,82.3256,0,Ywhaq
ENSMUSG00000076432,ENSMAUG00000017111,,83.2653,80.9524,0,Ywhaq
ENSMUSG00000026072,ENSMAUG00000000485,,42.7083,83.959,0,Il1r1
ENSMUSG00000021848,ENSMAUG00000018184,Otx2,95.9596,98.6159,1,Otx2
ENSMUSG00000049482,ENSMAUG00000020048,Ctu2,85.9922,82.3091,1,Ctu2
ENSMUSG00000113456,,,,,,Gm30738
ENSMUSG00000113588,,,,,,Gm48328
ENSMUSG00000035653,ENSMAUG00000012313,Lrfn5,93.2976,96.8011,1,Lrfn5
ENSMUSG00000101973,,,,,,Gm29516
ENSMUSG00000108681,,,,,,Gm17825
ENSMUSG00000101043,,,,,,Gm29075
ENSMUSG00000108466,,,,,,Gm44771
ENSMUSG00000031155,ENSMAUG00000009222,Pim2,95.7447,86.747,1,Pim2
ENSMUSG00000099390,,,,,,Gm29225
ENSMUSG00000115779,,,,,,4930592A05Rik
ENSMUSG00000024990,ENSMAUG00000020714,Rbp4,80,97.5124,1,Rbp4
ENSMUSG00000106015,,,,,,Gm42980
ENSMUSG00000039007,ENSMAUG00000010428,Cpq,88.2979,87.7378,1,Cpq
ENSMUSG00000080859,,,,,,Rpl10-ps1
ENSMUSG00000031458,ENSMAUG00000009100,,43.9306,95,0,Coprs
ENSMUSG00000084252,,,,,,Gm12036
ENSMUSG00000112307,,,,,,Gm48751
ENSMUSG00000084386,,,,,,Gm13852
ENSMUSG00000086227,,,,,,Gm11820
ENSMUSG00000086953,,,,,,Aknaos
ENSMUSG00000106873,,,,,,BC049739
ENSMUSG00000027168,ENSMAUG00000009509,Pax6,99.7706,99.7706,1,Pax6
ENSMUSG00000112827,,,,,,Gm48753
ENSMUSG00000094002,,,,,,Gm9866
ENSMUSG00000081053,,,,,,Mup-ps17
ENSMUSG00000038132,ENSMAUG00000011281,Rbm24,100,100,1,Rbm24
ENSMUSG00000082363,,,,,,Mup-ps18
ENSMUSG00000059263,ENSMAUG00000011582,Usp47,97.093,97.1636,1,Usp47
ENSMUSG00000112878,,,,,,1700042O05Rik
ENSMUSG00000082730,,,,,,Gm11363
ENSMUSG00000025200,ENSMAUG00000016480,Cwf19l1,91.2477,91.9325,1,Cwf19l1
ENSMUSG00000068631,,,,,,Gm7676
ENSMUSG00000024858,ENSMAUG00000018453,Grk2,99.5646,99.5646,1,Grk2
ENSMUSG00000026831,,,,,,1700007K13Rik
ENSMUSG00000011349,ENSMAUG00000016876,Dmrtc2,95.1351,95.1351,1,Dmrtc2
ENSMUSG00000047390,,,,,,Defb9
ENSMUSG00000114083,,,,,,Gm47860
ENSMUSG00000099629,,,,,,Gm29515
ENSMUSG00000101208,,,,,,Gm19891
ENSMUSG00000101735,,,,,,Gm18505
ENSMUSG00000099842,,,,,,Gm4034
ENSMUSG00000045337,,,,,,Defb11
ENSMUSG00000030859,,,,,,Fam24a
ENSMUSG00000090249,,,,,,Gm3287
ENSMUSG00000118184,,,,,,Gm50144
ENSMUSG00000118386,,,,,,Gm50149
ENSMUSG00000102101,,,,,,Zbtb11os1
ENSMUSG00000110618,,,,,,Gm39822
ENSMUSG00000079049,ENSMAUG00000009659,,80.8,79.9472,1,Serpinb1c
ENSMUSG00000022601,ENSMAUG00000017034,Zbtb11,94.381,94.2015,1,Zbtb11
ENSMUSG00000021373,ENSMAUG00000017578,Cap2,87.395,88.3227,1,Cap2
ENSMUSG00000024357,ENSMAUG00000017543,Sil1,90.5376,90.7328,1,Sil1
ENSMUSG00000053565,ENSMAUG00000014672,,67.4312,85.4651,0,Eif3k
ENSMUSG00000053565,ENSMAUG00000015528,,73.8532,77.4038,1,Eif3k
ENSMUSG00000053565,ENSMAUG00000016733,,61.9266,81.3253,0,Eif3k
ENSMUSG00000073821,,,,,,8030451A03Rik
ENSMUSG00000007097,ENSMAUG00000009483,Atp1a2,85.3922,94.8802,1,Atp1a2
ENSMUSG00000042599,ENSMAUG00000010299,Kdm7a,87.4468,92.0493,1,Kdm7a
ENSMUSG00000028364,ENSMAUG00000019426,Tnc,93.1649,86.682,1,Tnc
ENSMUSG00000113832,,,,,,Gm40392
ENSMUSG00000101074,,,,,,Gm29022
ENSMUSG00000110616,,,,,,Gm36879
ENSMUSG00000101564,,,,,,Gm5703
ENSMUSG00000048500,,,,,,Defb15
ENSMUSG00000030946,ENSMAUG00000008910,Lhpp,91.4815,91.4815,1,Lhpp
ENSMUSG00000072680,ENSMAUG00000010787,,87.5969,87.5969,1,Tmem254c
ENSMUSG00000098274,ENSMAUG00000005143,,88.535,81.7647,0,Rpl24
ENSMUSG00000098274,ENSMAUG00000008814,,78.9809,89.2086,0,Rpl24
ENSMUSG00000036169,ENSMAUG00000015477,Sostdc1,95.1456,96.5517,1,Sostdc1
ENSMUSG00000103560,,,,,,Gm38070
ENSMUSG00000090237,,,,,,Gm16308
ENSMUSG00000058101,,,,,,1700084J12Rik
ENSMUSG00000079022,,,,,,Col22a1
ENSMUSG00000082378,,,,,,Olfr408-ps1
ENSMUSG00000074973,,,,,,Gm11382
ENSMUSG00000071532,,,,,,Gm10335
ENSMUSG00000083886,ENSMAUG00000021086,,39.0093,39.1304,0,Olfr409-ps1
ENSMUSG00000110681,,,,,,Gm45796
ENSMUSG00000101255,,,,,,Gm21841
ENSMUSG00000022821,ENSMAUG00000016960,Hgd,94.1573,94.1573,1,Hgd
ENSMUSG00000058052,ENSMAUG00000003214,,66.6667,49.4118,0,Defb35
ENSMUSG00000108654,,,,,,Gm9519
ENSMUSG00000041536,ENSMAUG00000001023,,62.7962,63.5492,1,Serpina3a
ENSMUSG00000041536,ENSMAUG00000020163,,43.8389,51.532,0,Serpina3a
ENSMUSG00000041536,ENSMAUG00000015404,,59.2417,59.952,1,Serpina3a
ENSMUSG00000041536,ENSMAUG00000018108,,59.2417,59.5238,1,Serpina3a
ENSMUSG00000020522,ENSMAUG00000022064,Mfap3,88.8252,85.1648,1,Mfap3
ENSMUSG00000114141,,,,,,Gm34215
ENSMUSG00000028948,ENSMAUG00000012514,Nol9,52.9412,77.459,1,Nol9
ENSMUSG00000094777,,,,,,Hist1h2ap
ENSMUSG00000100009,,,,,,Gm7967
ENSMUSG00000102114,,,,,,BC048559
ENSMUSG00000029701,ENSMAUG00000002263,Rbm28,84.8,82.4903,1,Rbm28
ENSMUSG00000083299,,,,,,Gm12332
ENSMUSG00000118063,,,,,,Gm50366
ENSMUSG00000029044,,,,,,4930584F24Rik
ENSMUSG00000108910,,,,,,Gm44625
ENSMUSG00000030858,ENSMAUG00000014075,Fam24b,52.9412,59.434,1,Fam24b
ENSMUSG00000031796,ENSMAUG00000002778,Cfap20,100,100,1,Cfap20
ENSMUSG00000064037,ENSMAUG00000018225,Gpn1,93.8172,94.0701,1,Gpn1
ENSMUSG00000040413,,,,,,Timd2
ENSMUSG00000117731,,,,,,Gm50145
ENSMUSG00000117876,,,,,,Gm50146
ENSMUSG00000037108,ENSMAUG00000018839,Zcwpw1,53.0159,75.5656,1,Zcwpw1
ENSMUSG00000097595,,,,,,1500002F19Rik
ENSMUSG00000105491,,,,,,Gm42844
ENSMUSG00000082644,,,,,,Mup-ps19
ENSMUSG00000069303,,,,,,Hist1h2br
ENSMUSG00000108711,,,,,,Gm38991
ENSMUSG00000110282,,,,,,B930086L07Rik
ENSMUSG00000114752,,,,,,Gm35110
ENSMUSG00000114596,,,,,,Gm47523
ENSMUSG00000028454,ENSMAUG00000018188,Pigo,86.5577,87.3511,1,Pigo
ENSMUSG00000020392,ENSMAUG00000018340,Cdkn2aipnl,91.3793,82.1705,1,Cdkn2aipnl
ENSMUSG00000020624,,,,,,4933434M16Rik
ENSMUSG00000067351,,,,,,Rps15a-ps2
ENSMUSG00000047517,,,,,,Dmbt1
ENSMUSG00000039563,,,,,,2210406O10Rik
ENSMUSG00000086233,,,,,,Gm11816
ENSMUSG00000080770,,,,,,Gm11278
ENSMUSG00000086028,,,,,,Gm12243
ENSMUSG00000117961,,,,,,Gm50265
ENSMUSG00000084309,,,,,,Mup-ps20
ENSMUSG00000118246,,,,,,Gm6052
ENSMUSG00000087564,,,,,,Gm11817
ENSMUSG00000108558,,,,,,Psg-ps1
ENSMUSG00000029097,ENSMAUG00000021974,Trmt44,86.115,85.9944,1,Trmt44
ENSMUSG00000098184,,,,,,Gm27011
ENSMUSG00000090737,,,,,,Gm6788
ENSMUSG00000097438,,,,,,Gm26784
ENSMUSG00000092418,,,,,,Gm20406
ENSMUSG00000085719,,,,,,4933424L21Rik
ENSMUSG00000097424,,,,,,1700030M09Rik
ENSMUSG00000043162,ENSMAUG00000001173,Pyurf,81.25,81.25,1,Pyurf
ENSMUSG00000081576,,,,,,Gm11279
ENSMUSG00000020520,ENSMAUG00000022260,Galnt10,89.8839,94.9212,1,Galnt10
ENSMUSG00000092094,ENSMAUG00000013056,Zfp804b,76.0983,76.4398,1,Zfp804b
ENSMUSG00000118054,,,,,,Gm5238
ENSMUSG00000027361,ENSMAUG00000015629,Gabpb1,98.1723,98.1723,1,Gabpb1
ENSMUSG00000081480,,,,,,Gm13608
ENSMUSG00000090157,,,,,,Gm16534
ENSMUSG00000105980,,,,,,Gm42597
ENSMUSG00000041515,ENSMAUG00000014953,Irf8,95.283,95.283,1,Irf8
ENSMUSG00000104204,,,,,,Gm37397
ENSMUSG00000105832,,,,,,Gm43841
ENSMUSG00000097656,,,,,,Gm26712
ENSMUSG00000105711,,,,,,Gm42598
ENSMUSG00000078917,,,,,,Gm11281
ENSMUSG00000098069,,,,,,Gm26942
ENSMUSG00000040514,ENSMAUG00000016230,Tex47,81.8182,81.8182,1,Tex47
ENSMUSG00000085393,,,,,,Gm11280
ENSMUSG00000050592,ENSMAUG00000009887,Fam78a,100,100,1,Fam78a
ENSMUSG00000073144,,,,,,4930599N23Rik
ENSMUSG00000081265,,,,,,Gm11282
ENSMUSG00000006720,ENSMAUG00000002652,Zfp184,89.5522,89.4309,1,Zfp184
ENSMUSG00000029196,ENSMAUG00000011750,Tada2b,78.3333,99.697,1,Tada2b
ENSMUSG00000106976,,,,,,Gm42963
ENSMUSG00000095159,,,,,,Tubb4b-ps1
ENSMUSG00000099688,,,,,,Gm29535
ENSMUSG00000026955,ENSMAUG00000019171,Sapcd2,85.4118,90.5237,1,Sapcd2
ENSMUSG00000116723,,,,,,Gm46559
ENSMUSG00000108502,,,,,,Gm9240
ENSMUSG00000020448,ENSMAUG00000018863,Rnf185,64.4737,82.5843,1,Rnf185
ENSMUSG00000108627,,,,,,Gm45079
ENSMUSG00000029198,ENSMAUG00000021692,Grpel1,96.3134,96.3134,1,Grpel1
ENSMUSG00000108697,,,,,,4930486N12Rik
ENSMUSG00000046245,,,,,,Pilra
ENSMUSG00000001855,ENSMAUG00000013364,Nup214,84.2206,84.7082,1,Nup214
ENSMUSG00000115429,,,,,,Gm49153
ENSMUSG00000115008,,,,,,4933429O19Rik
ENSMUSG00000083524,,,,,,Mup-ps21
ENSMUSG00000058799,ENSMAUG00000016700,Nap1l1,98.4655,93.9024,1,Nap1l1
ENSMUSG00000035772,ENSMAUG00000011150,Mrps2,90.378,90.378,1,Mrps2
ENSMUSG00000107142,,,,,,4930566F21Rik
ENSMUSG00000027068,ENSMAUG00000021952,Dhrs9,93.4169,92.5466,1,Dhrs9
ENSMUSG00000029138,,,,,,4930548H24Rik
ENSMUSG00000115599,,,,,,Gm49154
ENSMUSG00000115398,,,,,,Gm534
ENSMUSG00000105275,,,,,,Gm43214
ENSMUSG00000105525,,,,,,Gm42976
ENSMUSG00000104920,,,,,,Gm43215
ENSMUSG00000019878,ENSMAUG00000011405,Hsf2,87.8143,90.8,1,Hsf2
ENSMUSG00000039899,ENSMAUG00000017628,Fgl2,88.8889,89.3023,1,Fgl2
ENSMUSG00000106146,,,,,,Gm43045
ENSMUSG00000108638,,,,,,Gm45150
ENSMUSG00000098682,,,,,,Otx2os1
ENSMUSG00000105269,,,,,,Gm42999
ENSMUSG00000105234,,,,,,4930459L07Rik
ENSMUSG00000064280,ENSMAUG00000008882,Ccdc146,80.7574,84.2949,1,Ccdc146
ENSMUSG00000100192,,,,,,Gm29587
ENSMUSG00000044912,ENSMAUG00000022144,Syt16,66.6667,61.7201,1,Syt16
ENSMUSG00000108283,,,,,,Gm44008
ENSMUSG00000038065,ENSMAUG00000019125,Mturn,94.5946,95.2381,1,Mturn
ENSMUSG00000005871,ENSMAUG00000013549,,16.221,93.6992,0,Apc
ENSMUSG00000043153,ENSMAUG00000014377,Crppa,81.8792,82.6185,1,Crppa
ENSMUSG00000063116,,,,,,Olfr410
ENSMUSG00000071646,ENSMAUG00000012749,Mta2,69.7605,86.7784,1,Mta2
ENSMUSG00000100422,,,,,,Gm29226
ENSMUSG00000115130,,,,,,Gm49152
ENSMUSG00000014498,ENSMAUG00000016598,Ankrd52,99.4424,99.4424,1,Ankrd52
ENSMUSG00000115348,,,,,,Gm49155
ENSMUSG00000081327,,,,,,Gm11819
ENSMUSG00000115380,,,,,,Gm46453
ENSMUSG00000101713,,,,,,Gm28668
ENSMUSG00000100385,,,,,,Gm29227
ENSMUSG00000067058,,,,,,Rps15a-ps5
ENSMUSG00000084878,,,,,,Lrrc8dos
ENSMUSG00000091411,ENSMAUG00000003428,,60.7843,53.913,1,Gm5916
ENSMUSG00000053980,,,,,,Gm9930
ENSMUSG00000040726,ENSMAUG00000000116,Hesx1,87.027,87.027,1,Hesx1
ENSMUSG00000101651,,,,,,Gm28402
ENSMUSG00000111951,,,,,,Gm48755
ENSMUSG00000046079,ENSMAUG00000012239,Lrrc8d,95.3434,95.4545,1,Lrrc8d
ENSMUSG00000099531,ENSMAUG00000014515,,29.7297,51.9685,0,Gm20869
ENSMUSG00000083328,,,,,,Gm11826
ENSMUSG00000072599,,,,,,Ear-ps2
ENSMUSG00000112700,,,,,,Gm48757
ENSMUSG00000020390,ENSMAUG00000011254,Ube2b,100,100,1,Ube2b
ENSMUSG00000082588,,,,,,Gm15443
ENSMUSG00000033615,ENSMAUG00000013358,Cplx1,100,100,1,Cplx1
ENSMUSG00000081063,,,,,,Gm11825
ENSMUSG00000090180,,,,,,Ang-ps1
ENSMUSG00000100064,,,,,,Gm28339
ENSMUSG00000100008,,,,,,Gm28481
ENSMUSG00000090259,,,,,,Gm16545
ENSMUSG00000086933,,,,,,4933426K07Rik
ENSMUSG00000100537,,,,,,Gm28485
ENSMUSG00000115488,,,,,,Gm49099
ENSMUSG00000101134,,,,,,Gm28482
ENSMUSG00000072596,,,,,,Ear2
ENSMUSG00000100557,,,,,,1700029E06Rik
ENSMUSG00000037346,ENSMAUG00000002034,Hrh4,82.0972,82.0972,1,Hrh4
ENSMUSG00000021468,ENSMAUG00000014497,Sptlc1,94.926,94.926,1,Sptlc1
ENSMUSG00000104967,,,,,,Gm43436
ENSMUSG00000105093,,,,,,Gm17815
ENSMUSG00000115794,,,,,,Gm49101
ENSMUSG00000100917,,,,,,Gm18751
ENSMUSG00000117556,,,,,,Gm18948
ENSMUSG00000094334,,,,,,Fabp5l2
ENSMUSG00000028098,ENSMAUG00000010619,Rnf115,90.8197,91.4191,1,Rnf115
ENSMUSG00000099686,,,,,,Gm29460
ENSMUSG00000057440,ENSMAUG00000014896,Mpp7,92.8819,93.3682,1,Mpp7
ENSMUSG00000110173,,,,,,Gm6929
ENSMUSG00000034677,ENSMAUG00000019626,Gpr142,82.2102,84.4875,1,Gpr142
ENSMUSG00000047655,,,,,,Vmn1r74
ENSMUSG00000090429,,,,,,Gm17271
ENSMUSG00000045471,ENSMAUG00000008030,Hcrt,91.5385,91.5385,1,Hcrt
ENSMUSG00000043857,ENSMAUG00000022211,Mgat5b,95.3283,95.3283,1,Mgat5b
ENSMUSG00000117447,,,,,,Gm5240
ENSMUSG00000112729,,,,,,Gm46231
ENSMUSG00000033697,ENSMAUG00000014821,Arhgap39,95.0406,96.3437,1,Arhgap39
ENSMUSG00000117583,,,,,,Gm18083
ENSMUSG00000111899,,,,,,Gm18636
ENSMUSG00000117536,,,,,,Gm41669
ENSMUSG00000000739,ENSMAUG00000008375,Sult5a1,83.8488,83.8488,1,Sult5a1
ENSMUSG00000112490,,,,,,Gm48068
ENSMUSG00000117367,,,,,,Gm50093
ENSMUSG00000026712,ENSMAUG00000009450,Mrc1,85.3709,88.7223,1,Mrc1
ENSMUSG00000082895,,,,,,Rpsa-ps9
ENSMUSG00000109362,,,,,,Gm44562
ENSMUSG00000109157,,,,,,Gm44829
ENSMUSG00000081485,,,,,,Gm12338
ENSMUSG00000109575,,,,,,Gm44831
ENSMUSG00000085416,,,,,,1700019G24Rik
ENSMUSG00000021303,ENSMAUG00000011229,Gng4,98.6667,98.6667,1,Gng4
ENSMUSG00000085088,,,,,,4931413K12Rik
ENSMUSG00000039109,ENSMAUG00000003924,F13a1,92.3497,92.3497,1,F13a1
ENSMUSG00000108886,,,,,,Gm44830
ENSMUSG00000078672,ENSMAUG00000013542,,62.9834,62.9834,1,Mup20
ENSMUSG00000017781,ENSMAUG00000018989,Pitpna,98.524,98.8889,1,Pitpna
ENSMUSG00000029757,ENSMAUG00000012920,Dync1i1,98.2484,95.9565,1,Dync1i1
ENSMUSG00000099453,,,,,,Gm18248
ENSMUSG00000020069,ENSMAUG00000022233,Hnrnph3,98.5549,98.5549,1,Hnrnph3
ENSMUSG00000070334,ENSMAUG00000021591,,49.1525,53.0488,0,Krtap31-1
ENSMUSG00000102074,,,,,,Gm29020
ENSMUSG00000069601,ENSMAUG00000014771,Ank3,86.4865,64.5849,1,Ank3
ENSMUSG00000086554,,,,,,9530034E10Rik
ENSMUSG00000115056,,,,,,Gm49103
ENSMUSG00000028538,ENSMAUG00000019966,St3gal3,99.1979,99.1979,1,St3gal3
ENSMUSG00000078256,ENSMAUG00000021591,,49.359,46.9512,0,Gm11565
ENSMUSG00000063632,ENSMAUG00000016656,Sox11,97.9747,97.9747,1,Sox11
ENSMUSG00000115235,,,,,,Gm49102
ENSMUSG00000017747,ENSMAUG00000021728,Ghdc,82.3308,81.5642,1,Ghdc
ENSMUSG00000101457,,,,,,Gm18701
ENSMUSG00000115713,,,,,,Gm18216
ENSMUSG00000102314,,,,,,Gm37630
ENSMUSG00000113421,,,,,,Gm4166
ENSMUSG00000086688,,,,,,Gm11560
ENSMUSG00000099325,,,,,,Gm19014
ENSMUSG00000117608,,,,,,AC103362.1
ENSMUSG00000102309,,,,,,Gm38189
ENSMUSG00000086493,,,,,,Gm12204
ENSMUSG00000050677,ENSMAUG00000017336,Ccdc96,77.5685,80.0353,1,Ccdc96
ENSMUSG00000100535,ENSMAUG00000014515,,29.7297,51.9685,0,Gm20870
ENSMUSG00000113616,,,,,,Gm45941
ENSMUSG00000051481,ENSMAUG00000021591,,49.7175,53.6585,0,Krtap31-2
ENSMUSG00000090594,,,,,,Gm3327
ENSMUSG00000078255,,,,,,Krtap9-5
ENSMUSG00000012848,ENSMAUG00000010731,Rps5,99.5098,99.5098,1,Rps5
ENSMUSG00000028099,ENSMAUG00000001454,,96.2477,96.2477,1,Polr3c
ENSMUSG00000028099,ENSMAUG00000021521,,61.3508,85.8268,0,Polr3c
ENSMUSG00000036110,ENSMAUG00000007456,Slc17a2,90.3803,86.3248,1,Slc17a2
ENSMUSG00000024308,ENSMAUG00000005999,Tapbp,80.6867,82.4561,1,Tapbp
ENSMUSG00000099422,,,,,,Gm4275
ENSMUSG00000055061,,,,,,4931431C16Rik
ENSMUSG00000109270,,,,,,Gm10584
ENSMUSG00000109087,,,,,,Gm45105
ENSMUSG00000029098,ENSMAUG00000020686,Acox3,85.7143,85.7143,1,Acox3
ENSMUSG00000094817,,,,,,Cphx3
ENSMUSG00000054406,ENSMAUG00000008261,Olfr411,93.3333,93.038,1,Olfr411
ENSMUSG00000030861,ENSMAUG00000005091,Acadsb,84.4907,84.6868,1,Acadsb
ENSMUSG00000040105,ENSMAUG00000001915,Plpp6,94.5205,95.1724,1,Plpp6
ENSMUSG00000089993,,,,,,Gm5822
ENSMUSG00000086755,,,,,,Gm11216
ENSMUSG00000024935,ENSMAUG00000009046,Slc1a1,84.13,86.1057,1,Slc1a1
ENSMUSG00000038365,ENSMAUG00000014440,Fbxo25,96.1644,96.1644,1,Fbxo25
ENSMUSG00000113043,,,,,,Gm7753
ENSMUSG00000113725,,,,,,Gm48358
ENSMUSG00000066364,ENSMAUG00000001023,,59.7619,60.1918,1,Serpina3b
ENSMUSG00000066364,ENSMAUG00000020163,,44.0476,51.532,0,Serpina3b
ENSMUSG00000066364,ENSMAUG00000015404,,57.381,57.7938,1,Serpina3b
ENSMUSG00000066364,ENSMAUG00000018108,,58.3333,58.3333,1,Serpina3b
ENSMUSG00000021867,ENSMAUG00000010787,,87.5969,87.5969,1,Tmem254b
ENSMUSG00000039878,ENSMAUG00000009609,Slc39a5,88.0374,87.5465,1,Slc39a5
ENSMUSG00000031976,ENSMAUG00000017980,Urb2,81.8898,86.6667,1,Urb2
ENSMUSG00000113144,,,,,,Gm2754
ENSMUSG00000113171,,,,,,Gm48359
